INPUT:text	OUTPUT:audio_record	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ACCEPT:verdict	ACCEPT:comment
- Лик «зла» – это всегда лик тотальной потребности.	ru.11cec674-0963-4959-8316-54493610e06d			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf2e60aa816eaf13998b	a2d8680c-6bca-4a2e-9785-4a4eb79fce13	0001db3ed8--61eacf2e60aa816eaf13998b	9fbd799230a97ce2dcbc666cb53ae063	APPROVED	2022-01-21T15:20:14.797	+	
- Мыслят очень немногие, а свое мнение хотят иметь все поголовно	ru.819458ca-e88c-450e-8c11-64614bdc0ca1			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf2e60aa816eaf13998b	70675199-c967-4b7d-9878-f9a0ec1aa680	0001db3ed8--61eacf2e60aa816eaf13998b	9fbd799230a97ce2dcbc666cb53ae063	APPROVED	2022-01-21T15:20:14.797	+	
- Разум есть способность использовать силы окружающего мира без разрушения этого мира.	ru.7ddea931-c1b8-42e4-962d-cc3f3f9707b1			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf2e60aa816eaf13998b	69aad8eb-e7a0-42ac-9048-528db7dc02e5	0001db3ed8--61eacf2e60aa816eaf13998b	9fbd799230a97ce2dcbc666cb53ae063	APPROVED	2022-01-21T15:20:14.797	+	
- Это очень важно — помнить, что мы всегда оплакиваем самих себя	ru.8e12ece4-360e-43f9-aaee-86cecd720365			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf2e60aa816eaf13998b	a7ee682f-d4ab-4224-b125-8cd90111c321	0001db3ed8--61eacf2e60aa816eaf13998b	9fbd799230a97ce2dcbc666cb53ae063	APPROVED	2022-01-21T15:20:14.797	+	
- Если женская сексуальность ослаблена или извращена, это трансформируется в мазохизм или собственничество.	ru.ba0a703d-a3d2-4c7c-a322-ad23fbef8ef7			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf2e60aa816eaf13998b	67716241-4b0a-4682-b46e-17570733ac5b	0001db3ed8--61eacf2e60aa816eaf13998b	9fbd799230a97ce2dcbc666cb53ae063	APPROVED	2022-01-21T15:20:14.797	+	
											
- А в конце оно всю свою жизнь занимается проблемой выбора, что бы такое выбрать пожрать этакое	ru.120942f6-a58a-444d-9cdc-dffa86a617ca			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf3ae5f6397bccf49e5f	3d429b51-49d6-46ab-a5dd-5f9bf1ed3666	0001db3ed8--61eacf3ae5f6397bccf49e5f	e55d5d89209f962f3cfc2d5670d44682	APPROVED	2022-01-21T15:20:26.930	+	
- Наверное это тот самый вокзал со странным названием. На нем не останавливаются поезда, остановился только вокзал	ru.a18bb969-fecb-4b5c-9eb6-2eef2be59514			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf3ae5f6397bccf49e5f	0641c24e-14af-4306-a048-98d2c08a0e1e	0001db3ed8--61eacf3ae5f6397bccf49e5f	e55d5d89209f962f3cfc2d5670d44682	APPROVED	2022-01-21T15:20:26.930	+	
- Богемный поэт — это непросыхающий алкоголик, рвань, мудак, которому удалось убедить богатых придурков в том, что он интеллектуал	ru.1fab2bf0-0718-40f6-8b2a-f8ffaedd6b63			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf3ae5f6397bccf49e5f	cdd5da79-c5a1-487f-8ee3-11bd341e9f10	0001db3ed8--61eacf3ae5f6397bccf49e5f	e55d5d89209f962f3cfc2d5670d44682	APPROVED	2022-01-21T15:20:26.930	+	
- Мы восхищаемся тем, что нам близко. Это – закон	ru.4adc4604-5fcf-484a-982e-1b64abc2d8b7			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf3ae5f6397bccf49e5f	ad183635-83f9-48d5-9d64-5011a901761f	0001db3ed8--61eacf3ae5f6397bccf49e5f	e55d5d89209f962f3cfc2d5670d44682	APPROVED	2022-01-21T15:20:26.930	+	
- Во-первых, ты не был болваном, – ты был хуже. Ты был оболваненный.	ru.27d410de-c221-4e26-8395-581e850c854e			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf3ae5f6397bccf49e5f	29324958-b19d-4f22-b765-dea2a491c85b	0001db3ed8--61eacf3ae5f6397bccf49e5f	e55d5d89209f962f3cfc2d5670d44682	APPROVED	2022-01-21T15:20:26.930	+	
- Мне есть дело только до себя, поэтому мне нет дела до всех остальных	ru.57ed57f0-f38d-4076-8d07-de8ad60286bf			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf3ae5f6397bccf49e5f	eb669054-7c81-4849-b0ad-65219c099c2e	0001db3ed8--61eacf3ae5f6397bccf49e5f	e55d5d89209f962f3cfc2d5670d44682	APPROVED	2022-01-21T15:20:26.930	+	
- Вместо того, чтобы прежде всего проверить свою мысль, он всегда предпочитает допустить ошибку в чужой мысли	ru.09fdcdb7-bb9f-4f3a-a320-223db58f9f41			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf3ae5f6397bccf49e5f	d09fdf56-d205-4e98-8d5f-1706279354ee	0001db3ed8--61eacf3ae5f6397bccf49e5f	e55d5d89209f962f3cfc2d5670d44682	APPROVED	2022-01-21T15:20:26.930	+	
- Может и я похож на обычного лоха, но хотя бы ссу в толчок, а не на ковер	ru.25e296ae-39ac-4ce2-812f-e2360f1a4afa			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf3ae5f6397bccf49e5f	d5a0e322-a14a-4044-ab67-fb8f7401cde3	0001db3ed8--61eacf3ae5f6397bccf49e5f	e55d5d89209f962f3cfc2d5670d44682	APPROVED	2022-01-21T15:20:26.930	+	
- Голый завтрак – застывшее мгновение, когда каждый видит, что находится на конце каждой вилки.	ru.9874d26e-1abb-4572-b8c5-02d7d0c30884			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf3ae5f6397bccf49e5f	15320b7d-8760-434b-a36b-af2d69853ec0	0001db3ed8--61eacf3ae5f6397bccf49e5f	e55d5d89209f962f3cfc2d5670d44682	APPROVED	2022-01-21T15:20:26.930	+	
- Я думаю, что во всяком порядочном обществе должны существовать свои маньяки	ru.c6754705-b825-4384-a5b1-a8a5d41610f0			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf3ae5f6397bccf49e5f	5615f251-f3b8-4a88-94ae-e416e9b3dbad	0001db3ed8--61eacf3ae5f6397bccf49e5f	e55d5d89209f962f3cfc2d5670d44682	APPROVED	2022-01-21T15:20:26.930	+	
											
- Честным хорошо быть только потому, что верят, когда врёшь.	ru.e3046d03-b947-40cf-9e18-df74ff38e316			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf3e8e0fdd5f9d938796	55661169-258d-4b9d-9d28-ea6a8ffec4c1	0001db3ed8--61eacf3e8e0fdd5f9d938796	ddb154909602773d0f1683bd37f6b5c0	APPROVED	2022-01-21T15:20:30.518	+	
- Познавая удовольствия, они дрожат, позволяя их себе, и таким образом становятся порочными в добродетели и добродетельными в пороке	ru.8eae6ce8-4dbf-49d2-aad0-2fc0811551bd			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf3e8e0fdd5f9d938796	8d534c11-8a3c-487a-9306-36a741371a57	0001db3ed8--61eacf3e8e0fdd5f9d938796	ddb154909602773d0f1683bd37f6b5c0	APPROVED	2022-01-21T15:20:30.518	+	
- Поднимающиеся на воздушном шаре не замечают, что они поднимаются; им кажется, что земля падает все ниже и ниже. Что означает это? Тайну, доступную лишь посвященным	ru.2e4084b5-9a7e-4483-85c4-27bfcdb3534b			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf3e8e0fdd5f9d938796	4ca8f2d5-a00a-4ec9-afa7-f9d5098b8299	0001db3ed8--61eacf3e8e0fdd5f9d938796	ddb154909602773d0f1683bd37f6b5c0	APPROVED	2022-01-21T15:20:30.518	+	
- Никому не удалось создать рассказ о мирной жизни, от чего покой не может вдохновить рассказчика	ru.943e5e80-59a1-4c57-88da-9aa27218a649			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf3e8e0fdd5f9d938796	107e563b-3d00-48aa-ad30-8a108c672b5a	0001db3ed8--61eacf3e8e0fdd5f9d938796	ddb154909602773d0f1683bd37f6b5c0	APPROVED	2022-01-21T15:20:30.518	+	
- Вещи, которыми ты владеешь, в конце концов овладевают тобой	ru.c7b1703b-123c-40a5-ac1c-7fc94f80bfe4			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf3e8e0fdd5f9d938796	bcd52c59-9730-477d-b471-cbdea282157d	0001db3ed8--61eacf3e8e0fdd5f9d938796	ddb154909602773d0f1683bd37f6b5c0	APPROVED	2022-01-21T15:20:30.518	+	
- Когда сам находишься плохом состоянии, то не очень хочется иметь несчастных друзей и знакомых	ru.0ca16f50-8562-461a-b405-9584cb7d6ece			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf3e8e0fdd5f9d938796	32c89093-15bc-472d-bb81-58944f0024f0	0001db3ed8--61eacf3e8e0fdd5f9d938796	ddb154909602773d0f1683bd37f6b5c0	APPROVED	2022-01-21T15:20:30.518	+	
- Половым членом даже гвоздя не забьешь. Женщины более развитые существа	ru.4ce2d7fb-7baf-4db7-b122-9614261fe54e			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf3e8e0fdd5f9d938796	ae0ec572-f545-442a-a44f-1a491f5a3d4a	0001db3ed8--61eacf3e8e0fdd5f9d938796	ddb154909602773d0f1683bd37f6b5c0	APPROVED	2022-01-21T15:20:30.518	+	
- Лучше надеяться на лучшее, чем опасаться худшего	ru.5f6734b9-94df-4f32-8c82-19f26f3510e6			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf3e8e0fdd5f9d938796	340082cf-5ab8-4572-9d2a-c9db69b947ae	0001db3ed8--61eacf3e8e0fdd5f9d938796	ddb154909602773d0f1683bd37f6b5c0	APPROVED	2022-01-21T15:20:30.518	+	
- Трухлявых да гнилых пруд пруди. Иной руку тянет, о чести говорит, святой дружбой клянётся, а руку его сожмёшь - гнилушки сыплятся.	ru.3d928d9b-29c3-45be-8dac-0faf74f27e44			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf3e8e0fdd5f9d938796	515f9eca-520e-48b4-b012-d2c9809321eb	0001db3ed8--61eacf3e8e0fdd5f9d938796	ddb154909602773d0f1683bd37f6b5c0	APPROVED	2022-01-21T15:20:30.518	+	
- Мне всегда не везет, спасибо Богу, что простил мне жизнь	ru.6ba2df5d-da39-4e86-9f89-ea2250b6cd0b			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf3e8e0fdd5f9d938796	9e13200a-d79d-4d13-833f-c34ce03eb0e1	0001db3ed8--61eacf3e8e0fdd5f9d938796	ddb154909602773d0f1683bd37f6b5c0	APPROVED	2022-01-21T15:20:30.518	+	
											
- Ты никогда не знаешь, когда начнется твоя шизофрения	ru.37d0698f-aae7-4a36-a7b8-f2962a732bf9			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf443f9b4174be7d1ced	11067227-e2f6-459e-b4e1-6d11bb693b85	0001db3ed8--61eacf443f9b4174be7d1ced	459b06a8299194c4be94c898c68f79c7	APPROVED	2022-01-21T15:20:36.360	+	
- Нередко заранее выдает свое намерение теми именами, которыми называет вещи. Один говорит «духовенство», другой – «попы»	ru.9b5a33ac-19f2-4701-9258-9b7476029fc8			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf443f9b4174be7d1ced	11252a64-4e4a-4794-b9af-05a614f6d27c	0001db3ed8--61eacf443f9b4174be7d1ced	459b06a8299194c4be94c898c68f79c7	APPROVED	2022-01-21T15:20:36.360	+	
- Как излишек масла гасит огонь, так избыток ощущений гасит мысль	ru.27ecfd2f-0ca4-4492-b084-bcd4a739f197			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf443f9b4174be7d1ced	e9fa6f1a-689e-4e5b-a256-587b9fa7cdf1	0001db3ed8--61eacf443f9b4174be7d1ced	459b06a8299194c4be94c898c68f79c7	APPROVED	2022-01-21T15:20:36.360	+	
- Да, ему не приходилось пробиваться через горную породу, он пробивался через субстанцию куда более твердую и неподатливую, а именно – через человеческую душу	ru.5188b810-d65a-452c-b8c6-433e4a59743e			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf443f9b4174be7d1ced	0c3f6fe3-168f-44d5-b400-6d969e503d13	0001db3ed8--61eacf443f9b4174be7d1ced	459b06a8299194c4be94c898c68f79c7	APPROVED	2022-01-21T15:20:36.360	+	
- Он представил себе разные сцены и обстоятельства, в которых пистолет мог бы пригодиться, и решил не брать	ru.6ea608ff-3d6d-41ab-93c9-3b21a41eb088			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf443f9b4174be7d1ced	6d43611b-ccd1-4edb-9f05-0fbfda1f1e87	0001db3ed8--61eacf443f9b4174be7d1ced	459b06a8299194c4be94c898c68f79c7	APPROVED	2022-01-21T15:20:36.360	+	
- И хочется мне, господа, в этот момент только пулю в лоб, потому что устал я, честно говоря, держаться и боюсь умереть не героем	ru.0f20e2a0-d701-4a69-87ce-07cd7b510311			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf443f9b4174be7d1ced	75f2bb99-1989-4450-ba54-b47a64eddfe3	0001db3ed8--61eacf443f9b4174be7d1ced	459b06a8299194c4be94c898c68f79c7	APPROVED	2022-01-21T15:20:36.360	+	
- Две стороны одного медяка – орел или решка. В итоге – либо голодный бунт, либо сытый бунт – выбирайте по вкусу	ru.3be24115-56f6-4366-afa9-fcd5a45c2f7f			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf443f9b4174be7d1ced	7528ce8a-8c4f-4c44-86fd-479b0b1b7ac0	0001db3ed8--61eacf443f9b4174be7d1ced	459b06a8299194c4be94c898c68f79c7	APPROVED	2022-01-21T15:20:36.360	+	
- Боясь, что не увидишь собственной тени, когда встанешь перед солнцем, ты перестал смотреть на него	ru.9fa30f34-c767-48fc-a048-b4ed9d1fdc91			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf443f9b4174be7d1ced	f73e51ce-21bf-4173-9df4-29f8c60e0046	0001db3ed8--61eacf443f9b4174be7d1ced	459b06a8299194c4be94c898c68f79c7	APPROVED	2022-01-21T15:20:36.360	+	
- Хорошая натура созревает, дурная – растлевается	ru.46b26876-beae-4e22-804e-7592743f5411			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf443f9b4174be7d1ced	8a476ff1-9d5f-43f5-bc09-46df7d076325	0001db3ed8--61eacf443f9b4174be7d1ced	459b06a8299194c4be94c898c68f79c7	APPROVED	2022-01-21T15:20:36.360	+	
- Если можно проснуться в другом времени, и вдругом месте, нельзя ли проснуться другим человеком	ru.146cb1c4-a62a-483e-8b13-f276a63531ac			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf443f9b4174be7d1ced	630ef2b0-9735-4151-a32d-8fd214f58ad9	0001db3ed8--61eacf443f9b4174be7d1ced	459b06a8299194c4be94c898c68f79c7	APPROVED	2022-01-21T15:20:36.360	+	
											
- Потому что он не вставал и не впускал управляющего, потому что он рисковал потерять место и потому что тогда хозяин снова стал бы преследовать родителей старыми требованиями	ru.d2743d65-82c8-4175-9e86-fc707c743a06			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf46a0e81343ec4d228f	be86458b-a082-46d0-9c9c-f712ee6c7263	0001db3ed8--61eacf46a0e81343ec4d228f	d125d15fe1de0d7a477aa335a5a82291	APPROVED	2022-01-21T15:20:38.172	+	
- Не пора ли мне отказаться от вечных полетов по прошлому	ru.c7656869-3b56-4178-b1ea-48823ee4cee5			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf46a0e81343ec4d228f	f2788e8f-5ab6-4b12-bdcc-79c428237839	0001db3ed8--61eacf46a0e81343ec4d228f	d125d15fe1de0d7a477aa335a5a82291	APPROVED	2022-01-21T15:20:38.172	+	
- Я заключаю, что колонии не требуют затрат, они более надёжны и вызывают меньшее недовольство. Недовольные же безвредны, будучи, как я уже сказал, разобщены и бедны.	ru.15dc179e-2e19-4f89-ae41-b518102e6f14			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf46a0e81343ec4d228f	4c350015-7669-4859-8538-4defff64dffc	0001db3ed8--61eacf46a0e81343ec4d228f	d125d15fe1de0d7a477aa335a5a82291	APPROVED	2022-01-21T15:20:38.172	+	
- Он часто спит в таком положении, вообще эти господа много спят, даже непонятно почему. Впрочем, если бы он столько не спал, как бы он мог вытерпеть этих людишек	ru.95e37651-b8bb-4ddf-a9e6-5cc235de3cfd			https://toloka.yandex.ru/task/31145688/0001db3ed8--61eacf46a0e81343ec4d228f	b3058d28-9468-442c-9c54-175e753a1e10	0001db3ed8--61eacf46a0e81343ec4d228f	d125d15fe1de0d7a477aa335a5a82291	APPROVED	2022-01-21T15:20:38.172	+	
